gender,seniorcitizen,partner,dependents,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,tenure,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,2,18.85,-0.9990471498403009,0
1,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,3,54.85,-0.843947696484287,0
0,0,1,0,1,0,0,2,0,2,0,2,0,52,1,1,3,64.3,0.4973504349136736,0
0,0,1,1,1,2,2,1,1,1,1,1,1,45,2,1,0,24.65,-0.5049392483012093,0
1,0,1,0,1,2,0,0,2,2,2,2,0,70,2,0,1,76.1,1.3151575795968622,0
0,0,0,0,1,0,2,1,1,1,1,1,1,53,2,0,3,18.7,-0.5636612999060605,0
0,1,1,0,1,2,1,0,2,2,0,2,0,62,1,1,1,97.95,1.6117679123838002,0
0,0,1,0,1,2,1,2,2,0,0,0,2,60,0,1,1,94.1,1.4085349065853425,0
0,1,1,0,1,0,1,0,0,0,0,2,0,3,0,1,2,80.4,-0.9085154820017173,1
0,1,1,0,1,0,1,2,0,0,0,2,2,23,0,1,2,95.1,0.01886056963913313,0
1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,3,31.35,-0.993532306526547,1
0,0,0,0,1,0,0,2,0,2,2,0,2,67,1,1,0,72.35,1.1948236984907528,0
0,0,0,0,1,2,1,0,2,0,0,2,0,12,0,1,0,89.75,-0.543057845285876,1
0,1,1,0,1,2,0,2,2,2,2,0,2,71,2,1,0,82.7,1.5652888129354825,0
1,0,0,0,1,0,2,1,1,1,1,1,1,25,1,0,1,19.9,-0.7820049763842036,0
0,0,0,0,1,2,0,2,0,0,0,0,0,5,0,1,2,53.8,-0.8820883528422088,0
1,0,0,0,1,2,0,0,0,0,0,0,0,26,1,1,1,51.55,-0.43584929126650085,0
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,3,19.65,-0.9986941998682206,0
1,1,0,0,0,1,0,0,2,2,0,2,0,70,1,1,1,44.05,0.3213386957119052,0
1,0,1,1,1,2,1,2,2,2,2,2,2,72,2,1,2,114.0,2.5632327996191275,0
1,0,1,0,1,0,1,0,2,0,0,2,2,60,1,1,2,94.4,1.4678084425215692,1
0,1,1,1,1,2,1,0,2,0,0,2,2,32,0,1,2,100.4,0.41222331352256897,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,2,19.85,-0.9986059623752006,1
0,0,0,0,1,2,0,0,2,0,0,0,0,14,1,1,3,54.25,-0.6662373855418824,0
0,0,0,0,1,2,1,2,0,0,0,0,0,13,0,1,1,80.0,-0.5532272163564382,0
0,0,0,0,1,2,1,0,2,2,2,2,2,6,0,1,1,109.9,-0.7120105850460395,1
0,0,0,0,1,2,0,2,0,2,0,2,2,46,2,0,3,79.2,0.5781759785200504,0
1,0,0,0,1,0,1,0,0,2,2,2,2,15,0,1,2,101.35,-0.32178027216481586,1
1,1,1,0,1,2,1,0,2,0,2,2,0,43,0,1,2,94.3,0.7367166941038465,0
1,0,0,0,1,0,0,0,0,0,2,0,0,39,2,1,0,49.8,-0.13771686172496672,0
1,1,0,0,1,0,0,0,0,2,0,2,0,21,0,1,0,60.05,-0.4619896485736942,1
1,0,0,0,0,1,0,2,0,2,0,2,2,57,0,1,2,53.75,0.40267160490314724,0
0,0,1,0,1,0,1,0,0,0,2,2,2,53,1,1,2,93.45,1.1421900339042859,0
1,0,1,1,1,0,1,2,0,2,0,2,0,18,0,1,3,87.9,-0.3453617421744274,0
0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,1,2,60.15,-0.980826107531658,1
0,0,1,0,1,2,0,2,0,0,2,0,0,58,1,1,0,61.05,0.5274173606602597,0
0,1,0,0,1,2,1,0,0,2,0,2,2,71,2,0,0,104.05,2.2634017983369574,0
0,0,0,0,1,0,1,0,0,2,2,2,2,35,1,1,2,99.25,0.5509105931768512,0
1,0,0,0,1,0,1,0,0,2,0,0,2,3,0,0,1,85.7,-0.8940886518929373,0
1,0,0,0,1,2,1,2,2,0,0,2,2,38,1,1,2,104.85,0.7076424401537361,0
1,0,1,1,1,2,0,2,2,2,2,0,0,35,2,1,1,69.15,0.09125943266209387,0
1,0,0,0,1,2,1,0,0,2,0,2,0,7,0,1,2,90.45,-0.7455408323936631,1
0,0,0,0,1,0,0,0,0,2,2,2,2,47,2,0,3,74.45,0.5413368251841746,0
0,0,0,0,1,0,0,0,2,0,0,0,0,14,0,0,2,50.45,-0.6696565883964098,0
0,1,1,0,1,0,0,0,2,0,0,0,2,20,0,1,2,60.0,-0.4517540993833671,0
1,0,1,0,1,2,0,2,2,0,2,2,2,66,2,0,2,85.25,1.4360870637808572,0
1,0,1,0,1,0,2,1,1,1,1,1,1,15,0,1,1,19.45,-0.8569847860780013,0
0,0,0,0,1,0,2,1,1,1,1,1,1,42,2,1,0,20.75,-0.6348027786534853,0
0,0,1,0,1,2,1,2,0,0,0,0,0,17,0,0,2,78.9,-0.41222370251037926,0
1,0,0,0,1,2,1,0,2,0,2,2,2,37,1,1,1,104.5,0.6594427095915273,0
0,0,0,0,1,0,0,0,2,0,0,0,0,12,0,1,2,49.4,-0.7375112205288374,0
1,0,1,0,1,0,1,0,2,0,0,2,2,53,1,1,0,94.25,1.1403149871776095,1
0,0,0,0,1,2,2,1,1,1,1,1,1,60,2,0,3,25.0,-0.343354339208221,0
1,0,1,1,0,1,0,0,0,0,0,0,0,18,0,0,1,25.55,-0.800953978010262,0
1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,74.9,-0.9743185924214285,1
0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,2,70.15,-0.9216849278349617,0
0,0,0,1,1,0,0,0,0,0,2,2,2,9,0,1,1,69.4,-0.7552469566258698,0
0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,2,80.25,-0.9719582394831419,1
1,0,1,0,1,2,1,2,2,2,0,0,0,56,1,1,2,93.15,1.310613348706329,0
1,0,1,1,1,0,1,0,0,0,0,0,0,17,0,1,2,69.0,-0.500152364304871,1
0,0,1,1,1,2,0,0,0,0,2,0,2,11,0,1,2,66.35,-0.6805318594111325,1
1,0,0,0,1,0,1,0,0,0,0,0,0,7,0,1,2,69.55,-0.7773504486273954,0
0,0,1,1,1,0,2,1,1,1,1,1,1,69,2,0,0,20.2,-0.38412006098348955,0
1,0,0,0,1,2,1,0,0,0,0,0,2,19,0,1,0,86.0,-0.3312658026644725,1
0,0,1,1,1,0,1,0,0,0,0,0,2,3,0,1,2,80.3,-0.8970446079091093,1
1,0,1,1,1,0,2,1,1,1,1,1,1,54,2,0,1,20.4,-0.5262044841190443,0
1,0,1,0,1,2,2,1,1,1,1,1,1,62,1,1,1,23.75,-0.36905350905031403,0
1,0,0,0,1,2,1,0,2,0,0,2,0,24,0,1,1,90.55,-0.00033108509273033085,1
0,0,1,1,1,2,0,0,0,0,0,2,2,62,0,1,1,70.45,0.8899411007331839,0
1,0,0,0,1,2,0,2,0,0,0,0,2,17,0,0,0,65.75,-0.5171160223379778,0
1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,3,24.6,-0.9234937964418729,0
1,0,1,1,1,0,0,2,0,2,2,2,0,64,2,0,3,69.25,0.9549280143424596,0
0,0,0,0,1,2,1,0,0,0,0,0,0,2,0,1,2,75.9,-0.9441193104353124,1
1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,45.85,-0.9871350882825926,1
0,0,1,0,0,1,0,0,0,0,2,2,2,16,0,1,2,49.95,-0.649913449333171,1
0,0,1,0,1,2,2,1,1,1,1,1,1,72,2,0,0,24.65,-0.19996841305062044,0
1,0,0,0,1,2,1,2,2,2,0,0,0,30,1,0,0,90.4,0.23707188987774613,0
0,0,1,0,1,2,1,2,0,0,0,2,2,49,0,1,3,100.85,1.1312265253965434,0
1,0,1,0,1,2,0,2,0,2,2,0,2,61,2,0,1,75.35,1.0791443451414517,0
1,0,1,1,1,2,1,0,2,0,0,2,0,47,0,0,2,87.2,0.7650850481097964,0
1,0,0,0,1,0,0,2,0,2,0,0,2,20,0,0,1,64.4,-0.390318744868149,0
1,0,1,1,1,0,1,0,0,0,0,2,0,34,0,0,2,78.3,0.12397348319928185,1
0,0,1,1,1,2,2,1,1,1,1,1,1,70,2,0,0,24.7,-0.26356558614483,0
1,0,0,1,1,0,1,2,2,0,2,2,2,54,1,1,2,105.85,1.563281409969276,0
1,1,1,0,1,2,1,0,2,2,2,2,0,61,1,1,3,98.3,1.6691222828468406,0
1,0,0,0,1,2,1,0,0,0,0,0,0,3,0,1,2,76.95,-0.906596316528531,1
1,0,0,0,1,0,2,1,1,1,1,1,1,13,1,0,3,19.45,-0.888154680487338,0
0,1,0,0,1,2,1,0,0,0,0,2,2,16,0,1,2,96.15,-0.3326996619260485,1
0,0,1,1,1,0,0,0,2,0,0,2,0,3,0,1,1,58.7,-0.9329793269415295,0
1,0,0,0,1,0,2,1,1,1,1,1,1,25,0,1,3,20.15,-0.7707326366508908,0
1,0,0,0,1,2,0,2,0,0,0,0,2,30,0,1,3,64.5,-0.17420306508876235,0
0,0,1,0,0,1,0,2,0,0,0,0,0,21,0,0,2,28.5,-0.729702202396562,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,45.3,-0.9873777413883976,1
0,0,0,0,1,0,2,1,1,1,1,1,1,15,0,0,0,19.4,-0.8797279999039223,1
1,1,1,0,1,0,1,0,0,0,0,2,2,23,0,1,2,90.45,-0.07325937307381156,0
0,0,1,1,1,2,1,2,2,0,0,2,2,45,0,1,2,105.15,1.079850245085612,0
0,0,1,1,1,2,1,0,2,2,0,0,0,24,1,0,0,83.15,-0.11040735763525764,0
0,0,0,0,1,2,1,0,0,0,2,2,0,11,0,0,2,90.15,-0.571492377411591,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,45.05,-0.9874880382546727,1
0,0,1,0,1,2,1,0,0,2,2,2,2,56,2,0,0,103.2,1.5269716815915209,0
0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,2,75.8,-0.9739215237028381,1
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,2,19.45,-0.9987824373612407,0
0,0,0,0,1,0,1,0,0,0,0,0,2,7,0,1,2,79.3,-0.7765563111902147,1
0,1,1,0,1,0,1,0,0,2,2,2,0,55,2,0,1,88.8,1.1126745924890753,0
0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,2,30.9,-0.9813114137432684,1
0,0,1,1,1,2,0,2,0,2,2,2,2,72,2,1,1,85.9,1.688622768804274,0
0,1,0,0,0,1,0,0,0,0,0,0,2,45,1,0,2,34.2,-0.3029636267782877,0
0,0,0,0,1,0,2,1,1,1,1,1,1,47,2,0,3,20.15,-0.545793207569498,0
0,1,0,0,1,0,1,0,2,0,0,2,2,46,1,0,1,95.25,0.9445380495393472,1
1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,3,50.3,-0.966443396169388,0
0,0,1,0,1,0,1,2,0,0,2,0,0,2,0,1,2,80.15,-0.9215305122221764,0
0,0,1,0,1,0,0,0,2,0,0,0,0,12,0,1,2,51.25,-0.7373126861695424,0
0,1,1,0,1,2,1,0,2,0,0,0,2,68,0,1,0,89.6,1.6960567775912145,1
1,0,1,1,1,0,1,0,0,0,2,2,2,69,2,1,1,95.2,1.9361068773522927,0
1,1,0,1,1,0,1,2,0,0,0,2,2,56,1,0,1,94.8,1.3151796389701174,0
0,1,0,0,1,2,1,2,0,0,0,0,0,4,0,1,2,80.25,-0.8733749004064777,0
1,0,1,0,1,2,0,0,2,2,2,2,0,64,2,1,0,76.1,1.1186306232679295,0
1,0,1,0,1,2,1,2,2,2,0,2,2,59,1,1,2,110.15,1.8374353007826085,1
1,0,1,1,1,2,1,2,2,2,2,2,2,62,2,0,0,115.55,2.1511195884689287,0
1,0,1,1,1,2,2,1,1,1,1,1,1,63,2,0,1,24.65,-0.3127138697570045,0
0,0,0,0,0,1,0,2,2,2,2,2,0,53,1,1,2,53.6,0.2629034159593691,0
1,0,1,1,1,0,2,1,1,1,1,1,1,5,0,0,3,19.45,-0.96939935218556,0
1,1,1,0,1,2,1,2,2,2,0,0,0,49,0,1,2,88.2,0.8277336681540403,0
0,0,1,1,1,2,1,2,0,0,0,2,2,62,2,1,0,101.15,1.9213932753911975,0
0,0,1,0,1,0,0,2,2,0,2,0,0,55,2,0,3,56.8,0.36563391720797633,0
0,1,1,0,1,0,1,2,2,2,2,2,0,71,2,1,2,99.4,2.1551785131478516,0
0,0,1,1,1,0,2,1,1,1,1,1,1,72,2,1,1,20.1,-0.4222386579681563,0
1,0,1,1,0,1,0,2,0,2,2,2,2,36,1,0,1,60.7,-0.021508083417545183,0
1,0,1,0,1,0,2,1,1,1,1,1,1,25,1,1,0,20.95,-0.7889095602130235,0
0,1,1,0,1,2,1,2,2,2,2,2,2,72,2,1,0,114.85,2.6624117417736772,0
0,0,0,0,1,0,2,1,1,1,1,1,1,36,1,1,0,19.25,-0.7074442947822513,0
1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,3,62.8,-0.9796569607491422,0
0,0,1,0,1,2,1,2,0,2,0,2,2,72,2,1,2,105.5,2.3209547031592925,0
1,0,1,1,1,0,2,1,1,1,1,1,1,59,2,0,3,19.85,-0.483122528151999,0
1,1,1,0,1,0,1,0,0,0,0,2,2,7,0,1,2,89.5,-0.7088119759240623,1
0,0,0,0,1,0,0,0,0,2,2,2,2,1,1,0,1,74.1,-0.9746715423935088,0
0,0,1,1,1,2,1,0,2,2,2,2,2,30,0,1,2,107.5,0.4231868220303116,0
1,0,0,0,1,0,2,1,1,1,1,1,1,64,2,0,3,19.55,-0.4602248987132929,0
1,0,0,0,1,2,0,2,2,2,2,0,0,63,1,0,0,68.8,0.8065125510827157,0
1,1,1,0,1,2,0,2,2,2,0,2,2,72,2,0,1,84.45,1.595576332414619,0
1,0,1,0,1,0,1,2,0,0,0,0,0,8,0,0,2,75.0,-0.7281139275222008,1
0,0,0,0,1,2,0,0,2,2,2,2,2,62,2,0,0,84.5,1.2838112102014851,0
1,0,1,1,1,2,1,0,2,2,2,2,2,67,2,1,0,111.2,2.3151310286199687,0
1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,44.75,-0.8878237898885128,1
0,0,1,1,1,2,0,2,0,0,2,2,2,70,2,1,0,80.6,1.4016082633832678,0
0,1,0,0,1,0,1,0,0,0,0,2,0,20,0,0,0,80.7,-0.2951987273925222,0
0,0,0,0,1,2,1,0,0,0,0,0,0,5,0,0,2,75.6,-0.8297855788545672,0
0,0,1,1,0,1,0,2,2,2,0,2,2,24,1,0,2,57.6,-0.4039293781664935,0
0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,1,2,44.05,-0.793961156688422,1
1,0,1,0,1,2,1,0,2,2,2,2,2,72,2,1,1,110.6,2.505459301064242,0
0,0,1,1,1,0,0,2,2,0,2,0,0,66,2,1,1,58.2,0.6739136584468176,0
0,0,1,1,1,0,0,2,0,2,2,2,2,45,2,1,3,81.0,0.5516164931210117,0
0,0,1,1,1,0,2,1,1,1,1,1,1,69,2,0,0,19.7,-0.3910687635588194,0
1,1,1,0,1,2,1,0,0,0,0,0,2,15,0,1,0,85.6,-0.41372373989172034,1
0,0,0,0,1,0,0,0,0,2,0,2,0,28,0,1,0,59.55,-0.2809704316430372,0
0,0,0,0,1,2,1,2,2,2,2,2,2,70,1,0,1,115.55,2.5784317077918333,1
0,0,0,0,1,0,0,2,2,2,2,0,2,36,1,1,3,75.55,0.17508505103115266,0
1,1,0,0,1,2,1,0,0,0,0,2,0,16,0,1,2,86.6,-0.4422023907639453,1
0,0,0,0,1,2,1,0,0,0,0,2,0,18,0,1,2,85.2,-0.32180233153807086,1
0,0,1,0,1,2,1,0,0,0,0,2,2,34,0,1,2,97.65,0.4077673201250559,1
1,0,1,1,0,1,0,0,2,2,0,0,2,42,1,1,1,45.1,-0.10334835819365258,0
1,0,0,0,1,2,0,2,0,0,2,0,2,48,1,1,0,70.95,0.5937940147846013,0
1,0,1,0,1,2,1,0,2,2,2,2,2,47,0,1,2,109.55,1.253523690722349,1
0,0,1,1,1,2,1,0,2,2,2,0,0,39,1,1,2,89.55,0.5255202545603284,1
0,0,1,1,1,0,2,1,1,1,1,1,1,11,2,0,1,20.9,-0.9181113093676491,0
1,0,0,0,1,0,2,1,1,1,1,1,1,7,0,1,3,19.95,-0.942288382455146,0
0,0,0,0,1,2,2,1,1,1,1,1,1,3,0,0,3,24.6,-0.96926699594603,0
1,0,0,0,1,0,0,2,0,2,0,0,2,8,0,1,2,66.7,-0.7519159912643626,0
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,3,19.45,-0.9987824373612407,1
1,0,1,1,1,0,1,2,2,2,0,0,2,32,1,0,3,94.8,0.3742370727774324,0
1,0,1,1,1,0,0,2,2,2,2,0,0,60,1,1,0,65.85,0.7257531855961039,0
0,0,1,0,1,0,2,1,1,1,1,1,1,10,0,1,0,19.95,-0.9245305869848586,0
0,0,1,0,1,2,2,1,1,1,1,1,1,71,2,1,0,24.65,-0.2528667901161475,0
0,0,1,1,1,0,2,1,1,1,1,1,1,4,0,0,3,20.35,-0.9736788705970331,1
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,69.25,-0.9768113015992452,1
0,0,1,1,0,1,0,2,2,0,2,2,0,43,1,1,0,51.25,-0.05810458364761597,0
1,0,1,0,1,2,1,0,0,2,0,2,2,59,1,1,0,99.5,1.622599064652013,1
0,0,1,0,1,0,0,0,0,2,2,0,0,23,0,0,2,54.25,-0.46843098556415874,0
0,0,1,0,1,0,2,1,1,1,1,1,1,72,2,0,0,19.4,-0.34714855140808365,0
1,0,1,0,1,0,0,2,0,0,2,0,0,22,1,1,1,56.25,-0.4372610911548218,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,25.15,-0.9962676688101689,0
1,0,0,0,1,2,2,1,1,1,1,1,1,69,2,0,0,23.95,-0.25156528709410164,0
1,0,0,0,0,1,0,2,0,0,2,0,0,50,1,1,3,35.4,-0.2357707758435105,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,25.2,-0.996245609436914,1
1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,45.0,-0.9648110025485169,1
0,0,1,0,1,0,1,0,2,0,0,0,0,15,0,0,0,75.35,-0.5156380443298918,0
1,0,0,0,1,0,2,1,1,1,1,1,1,31,2,0,0,20.4,-0.7386362485648432,0
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.15,-0.9984736061356704,1
1,0,1,0,1,2,1,0,2,2,0,2,2,66,0,1,1,105.0,2.1397369518693403,1
0,0,1,1,0,1,0,2,2,2,2,2,0,0,2,0,1,56.05,,0
1,0,0,1,1,0,0,0,0,0,0,2,0,3,0,1,1,54.7,-0.9326043175961943,1
0,0,0,0,1,0,2,1,1,1,1,1,1,8,2,0,3,20.0,-0.9448913884992379,0
1,0,1,1,1,0,0,2,0,2,0,2,2,64,1,1,1,73.05,1.0612100746851238,0
0,0,1,0,1,0,2,1,1,1,1,1,1,28,0,0,3,20.5,-0.7589529313327125,0
0,0,1,0,1,2,1,0,0,2,0,2,2,57,1,1,1,100.75,1.6331434450679103,0
0,0,1,1,1,2,1,0,0,2,0,0,2,14,0,1,2,87.25,-0.45208498998219226,1
1,0,0,0,1,0,2,1,1,1,1,1,1,19,2,1,3,19.95,-0.8425800153424762,0
1,0,1,0,1,0,1,0,0,0,0,2,0,10,0,1,2,79.95,-0.6291776384734564,1
0,0,1,0,0,1,0,0,2,0,0,2,2,51,0,1,2,49.65,0.11914248045643334,0
0,0,1,0,1,2,0,2,2,2,0,0,0,67,2,0,3,65.65,0.8998236999514311,0
1,0,1,1,1,0,2,1,1,1,1,1,1,11,0,1,2,20.45,-0.8967137173102842,0
1,0,1,1,0,1,0,2,0,2,2,2,2,72,2,0,0,60.95,0.999620304557121,0
1,0,1,1,1,0,2,1,1,1,1,1,1,66,1,1,2,20.35,-0.407569174753571,0
0,0,0,0,1,2,1,0,0,0,2,2,0,18,0,1,2,88.35,-0.2841249220185045,1
0,0,0,0,1,0,2,1,1,1,1,1,1,9,0,1,2,19.5,-0.9284571554242514,0
0,0,0,0,1,2,1,0,0,0,0,0,0,9,0,1,1,75.2,-0.7277168588036106,0
1,0,1,0,1,2,1,2,2,2,0,2,2,48,0,1,0,111.45,1.3375919621972132,0
1,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,3,70.15,-0.6828701529761642,0
0,0,0,0,1,2,1,0,0,0,0,2,2,9,0,1,2,94.75,-0.6147508083646763,1
0,1,0,0,1,2,1,0,0,0,0,2,2,13,0,1,2,95.05,-0.43823170357804253,1
1,0,0,0,1,2,1,0,2,0,0,0,0,4,0,0,2,78.45,-0.8617496107010846,1
1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,2,70.2,-0.9023829762368231,1
0,0,1,0,1,2,0,2,2,2,2,2,2,72,2,0,0,92.0,1.8490605904880015,0
0,0,1,1,1,0,0,2,2,2,2,2,2,51,2,0,1,85.5,0.9435453777428715,0
1,0,1,0,0,1,0,0,2,0,0,0,2,59,0,1,0,41.05,0.07473696209408716,1
1,0,1,0,1,2,1,0,0,0,0,2,0,10,0,1,2,85.6,-0.6483031150855549,1
1,1,1,0,1,2,1,0,2,0,0,0,0,61,0,1,2,82.15,1.1565948046398111,0
1,0,0,0,1,0,1,2,0,2,2,0,0,54,1,0,2,84.4,0.9709431193256008,0
0,0,0,0,1,2,0,2,2,0,0,0,0,33,0,1,3,60.9,-0.11005440766317741,0
0,0,0,0,1,0,2,1,1,1,1,1,1,27,2,1,0,20.25,-0.7699164398404551,0
0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,2,79.2,-0.9724214863214973,1
1,0,0,0,1,0,1,0,2,0,0,2,2,23,0,0,3,95.3,-0.03988354133897311,0
1,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,3,19.85,-0.9986059623752006,0
1,0,1,1,1,0,0,2,2,2,2,2,2,45,2,1,3,84.35,0.6947597661728072,0
0,0,1,1,1,0,2,1,1,1,1,1,1,39,2,1,0,19.85,-0.6302364883896973,0
1,0,0,0,1,0,0,0,0,2,0,2,2,5,1,1,3,70.0,-0.8540950081815941,1
1,0,1,1,1,2,0,2,2,2,2,2,0,72,2,0,0,82.3,1.5582077541206225,0
0,0,1,1,1,2,0,0,2,0,0,2,0,58,0,1,0,66.8,0.7443271778768269,0
0,0,0,0,0,1,0,2,2,2,2,0,0,70,2,1,0,44.6,0.34185391283906963,0
1,0,1,1,1,0,1,0,2,0,2,2,2,61,1,1,0,98.45,1.7038216769769798,0
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,70.7,-0.9503621130664818,0
0,0,1,1,1,2,2,1,1,1,1,1,1,46,1,0,3,24.95,-0.4929830679969909,0
0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,49.95,-0.9853262196756813,1
0,0,1,0,1,0,1,0,0,0,0,0,0,22,0,1,2,69.25,-0.32175821279156086,1
0,0,0,0,1,0,1,2,0,2,2,2,2,48,2,1,1,102.5,1.1563300921607509,0
1,0,0,0,1,2,0,0,2,2,2,2,2,64,2,0,1,86.55,1.4776469229933062,0
1,0,1,1,1,2,2,1,1,1,1,1,1,72,2,0,0,24.3,-0.2823822315313582,0
0,0,1,1,1,0,0,0,0,2,0,2,0,12,0,1,1,58.35,-0.6806421562774075,0
0,1,1,0,1,2,1,0,2,2,0,0,2,34,0,1,2,94.25,0.41217919477605897,1
0,0,1,1,1,0,0,2,2,2,0,0,2,72,2,0,1,68.75,1.1492490333458907,0
1,0,1,0,1,2,1,0,2,2,0,0,0,29,0,1,2,85.8,0.06924417815358838,0
1,0,1,1,1,0,2,1,1,1,1,1,1,33,1,0,1,20.1,-0.7335846520894447,0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,3,20.35,-0.9983853686426505,0
0,0,1,1,1,2,1,0,2,2,2,2,2,62,1,1,2,110.8,2.01077785582052,0
1,0,1,0,1,2,0,0,0,2,0,2,2,41,1,1,2,73.0,0.31672828670160685,1
0,0,0,0,1,2,1,0,0,2,0,2,2,64,1,1,1,100.05,1.7519111106729135,1
0,0,0,0,1,0,1,0,0,2,0,0,2,4,0,1,1,82.85,-0.8663600197113829,0
0,0,0,0,1,2,1,2,0,0,2,0,0,24,0,1,2,84.35,-0.15232016681978702,0
0,0,1,1,1,0,2,1,1,1,1,1,1,14,1,0,3,19.55,-0.8774338250854006,0
1,0,0,1,1,0,2,1,1,1,1,1,1,3,0,0,3,19.95,-0.9816423043420935,0
0,1,0,0,1,0,1,0,2,2,0,2,2,4,0,1,1,99.8,-0.8119836646377697,1
0,0,0,1,0,1,0,0,0,0,0,0,2,18,0,1,2,35.0,-0.7633868653569705,1
1,0,0,0,1,0,0,0,0,0,0,2,2,8,0,1,2,66.25,-0.7662766432533776,0
0,0,0,0,1,2,2,1,1,1,1,1,1,35,2,0,0,23.3,-0.655693005125985,0
0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,2,76.0,-0.9738332862098182,1
1,0,0,1,1,2,2,1,1,1,1,1,1,66,2,1,1,25.3,-0.2689039544725438,0
1,0,0,1,0,1,0,2,0,0,2,0,2,8,2,1,3,44.55,-0.8558376986687404,0
0,0,1,0,1,2,1,2,0,2,0,2,2,71,1,1,1,104.1,2.262828254632327,0
0,0,1,1,1,2,1,0,0,2,0,0,2,43,0,1,0,92.55,0.774592637982708,0
0,1,0,0,1,2,1,0,0,0,0,2,2,2,0,1,2,93.85,-0.9319866551450539,1
1,1,0,0,1,0,1,0,2,2,0,2,2,29,0,1,0,101.45,0.2935218260373306,0
0,0,1,0,1,0,1,0,0,2,0,2,0,15,0,1,2,84.3,-0.4301138542201968,1
1,0,1,1,1,2,1,2,2,2,2,0,0,65,2,0,1,94.55,1.6745047699210642,0
1,0,0,0,1,2,1,0,0,2,2,2,0,35,0,0,2,95.5,0.5007034596484359,0
1,0,0,0,1,0,1,2,2,0,0,2,2,64,1,1,1,100.3,1.906150248471982,0
0,0,1,1,0,1,0,0,0,2,2,2,2,58,2,1,1,55.5,0.3898330496687283,0
0,1,0,0,1,0,0,0,2,0,0,0,0,18,0,1,1,49.85,-0.6254054856468488,0
1,0,1,1,1,2,1,0,2,0,0,0,2,67,0,1,0,89.55,1.8043683002733404,0
1,0,1,1,1,0,2,1,1,1,1,1,1,63,2,1,3,19.15,-0.4880638277611225,0
0,0,1,0,1,2,1,0,2,0,0,2,2,60,0,1,2,99.8,1.6334743356667354,0
1,1,0,0,1,2,1,0,0,0,0,0,2,9,0,1,1,84.4,-0.684193715371465,1
0,0,1,1,1,2,1,2,2,2,2,2,2,70,2,1,1,113.05,2.4643626886901484,0
1,0,1,0,1,2,1,0,0,2,0,2,2,15,0,1,2,101.1,-0.3437955266733213,1
0,0,0,1,1,0,2,1,1,1,1,1,1,48,1,0,3,19.95,-0.5941032349979818,0
1,0,1,0,1,0,0,0,0,2,2,2,2,12,0,1,2,74.15,-0.6802671469320722,0
1,1,1,0,1,2,1,2,2,2,2,0,0,71,1,1,2,92.0,1.897944161621116,0
1,1,0,0,1,0,1,0,0,2,0,0,0,44,0,0,2,73.85,0.3702002074717645,0
1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,50.45,-0.9851056259431312,1
1,0,1,1,1,2,2,1,1,1,1,1,1,45,2,0,3,24.45,-0.52724127466203,0
0,0,0,0,1,2,2,1,1,1,1,1,1,23,1,0,1,24.8,-0.7358788269079664,0
